Comment,Anonymized Author,Published At,Likes,Reply Count
"I assume at winter time you would have a heating element on the actual charging part, but it would also force people to drive at a very identical driving lane to keep connection, forming deep and somewhat dangerous tire tracks in the ice normal buildup on the road. Then there's the question of salting the roads as we do here. I would assume a salt and slush mixture would not be kind to the charging system, at least not in the long term, making it require even more maintenance from all parties.

Don't get me wrong, I like it because it's cool and futuristic, but I'd guess there might be a multitude of practical problems yet to be solved or even thought of with this technology.",5d8abc59e193d27b3418cb9d585b9ef0,2023-07-26T20:57:20Z,3,2
Looks a lot like how streetcars operate.,9fa45aa2c8f1d1df844a9f115e13d195,2023-07-25T12:20:44Z,0,0
It's called a tram. Build more charging points on sidewalks.,066d7cff006048371165ba76dda9f7d8,2023-07-21T09:22:20Z,0,0
I would love to see how this would work in India 🤣,ee95ce450eff8952f2cc9da9699b552c,2023-07-21T03:02:09Z,0,0
Ugh!!!!!!!,6b18271a5403494c0a3eb07fd42e7313,2023-07-19T19:48:45Z,0,0
Kya gajab chutiyapa hai bhai,0058f15a0ca0d098c373a00c998d8b99,2023-07-17T18:40:17Z,0,0
"At this point, I can say that Trams are reinvented",b0e4beddd24231b4d1f8d4f52ac9ba6e,2023-07-17T13:54:22Z,0,0
This will definitely NOT work in countries where it snows and where there is ice.,48f351dfe36b51d1d68a1e5bfb68fb16,2023-07-16T21:54:41Z,0,0
"To sell a car in which we will be stuck in traffic jams to charge, you have to convince people that they have the whole planet to save while waiting 😂😂😂😂😂",e33781dd990a34656d50ad9a584f57a4,2023-07-16T09:36:22Z,0,1
"Pay as you drive, only those who comply with the WEF's agenda get access to a car, you will own nothing and be happy. #climatecon. What happens when it is snowing? Or when those unhappy trash this.",4b8f523c6a64cdc40a9a691614733c92,2023-07-15T09:28:03Z,0,0
Is this not how trains work 💀💀💀??? Anything but a train🤣🤣,e8f355ea490c78a89c45f4876a65817d,2023-07-14T18:33:48Z,0,0
Oh good digging up the roads again.🙄,4c50ea2f57c83631073f7ed7b4b2fb6b,2023-07-14T05:58:38Z,0,0
"We've come full circle guys, humanity is about to make what is essentially a worse version of a train",d34c4182d313529b17d409c3322769bb,2023-07-14T04:40:24Z,0,0
"How to make roads cost even more money and increase maintenance costs.
Also there's definitely a potential lawsuit by Elon Musk. Calling the company ELONROAD, branded on a Tesla. When Elon Musk's name is so synonymous and inseparable from the electric car make, is riding on the coattails of Tesla and Elon. Looks like trademark infringement.",8d027010a82fad3651d7a49ddff57d10,2023-07-14T04:09:47Z,0,0
"Great, what happens when there is a fuel spill?",26d36e28d1f3b0a7f91d4d89495eab6e,2023-07-13T23:31:06Z,0,0
"DIVULGUEN ESTO.
AUTOPSIA.CAUSA MORTIS.OXIDO DE GRAFENO.
FIN GRACIAS.",f8d1f3dbfe6f64d0c0bf149ef4c43bd4,2023-07-13T14:16:16Z,1,0
Yet in the same time they make bad news on nickel mining in Indonesia when the country makes a raw material export ban making nickel more expensive for the western countries but looks like westerm countries is the number one user of those dirty nickel huh. Western hipocrisy as usual,269b047a26745cde3397ba41197397c5,2023-07-12T18:51:59Z,0,1
"Caution: DO NOT piss on the third rail.

This seems difficult. You'd have to hold your lane very precisely. Induction roads would be less efficient but much easier to implement. Personally, I like system with overhead contactors for large vehicles like busses and tractors. The system has worked great for trains for the past 1035 years.",bc70bd91f8745f21c656e7a81d712078,2023-07-12T13:30:04Z,1,0
"Great, now we need to rebuild all our roads instead of just changing cars. Dumb idea. H2 is the future, not Batterys.",7691a85c1a5f2682ef3e0eb70c879d88,2023-07-12T09:54:17Z,0,0
So this is why they've been digging all the rounds up across the UK for the past 18 months.,5cdff23d728e28579c6dca6216d41812,2023-07-12T03:44:26Z,0,0
They only want you to have an electric car so they can turn your car off if you say or think the “wrong thing”,82a6a7635596d34673180538d79a1281,2023-07-11T23:47:01Z,1,1
Complete bollocks.,6fd643ac95b9639d5403c7bcc2ef869b,2023-07-11T22:33:59Z,0,0
More insanity.,1d3aef7666afef0576b11d59170ac005,2023-07-11T22:01:42Z,0,0
"In Europe no fast and furious😂 
In China they have battery box  you just change or spare",700d2b597cdddb274ec3766b2dbc9501,2023-07-11T14:39:28Z,0,0
its all a con defundthebbc,14817d6fb8ddba6089f93e7fd33e1c4c,2023-07-11T12:23:39Z,0,0
"🤣 they can't provide enough rapid chargers for number of EVs they want on the roads till 2035 (not even mentioning how enormous amount of electricity will need to be produced by power plants they don't have 🤣) , but they are talking these fairytale stories about induction charging. Well, someone has huge creativity and very exuberant imagination. But nothing surprises me in this country anymore 🤣",668216c60b7c87bd04975fab940a59ba,2023-07-11T08:24:28Z,0,0
"Why does BBC only hires Pedophiles!!!!!😢😢😢😢😢
You want  to become church!!!",3f0f5f61d83ec7d9945380e32249e5eb,2023-07-11T06:43:46Z,0,0
People should just use trains...,2864ec229f9880a99351fdf88298474e,2023-07-11T00:05:20Z,0,0
Has math conductive charging equals geomitry and math,c76f69075f4fdb57aac34debc2b0096a,2023-07-10T20:58:10Z,0,0
Trolley of old times.,15c6eb7772a1a8a4c653a731a41339f0,2023-07-10T20:09:42Z,0,0
"Due to electric roads, not needing to carry huge battery in car anymore can also reduce instances of battery exploding due to charging from incompatible charging points etc",d0fe50f28ccb6abfacfcd46d622950ba,2023-07-10T18:26:51Z,1,0
Cutting edge technology ❤🇧🇩❤️,6a3d48c0aa24391bfa93c92ab4183eba,2023-07-10T15:37:16Z,1,0
"The amount of poisoning nickel mining is causing to the world is devastating and it's only going to get worse, but still we have this massive push for these cars.",2a90b730463c1d4ac2f4d365bf00848a,2023-07-10T15:30:43Z,0,0
"This is great, we got the cars we got the roads, now we need an in depth BBC piece on the making of these cars and then we'll have, the whole picture, ✌",1f2c86b32446f1cb3e3ddeb9ed4632c8,2023-07-10T15:09:07Z,0,0
"I think a charging lot might make more sense to start off with.. when you park, your car connects and charges from below. If the charging road is short, then expect folks to drive slowly to maximize their charge... which can result in traffic!",d91d56a39344d94c37c1f4578757e390,2023-07-10T14:48:08Z,4,0
"Dead animals,dead humans, people hotwireing free electric .when it floods it will short.poor uk services in the road wouldn't allow this in uk",669965a96b6c14c9c311efe95665a1b3,2023-07-10T14:36:26Z,0,0
best idea!,57bceaaee1e85de8e10017dd5b27c453,2023-07-10T13:52:50Z,0,0
I like it. Possibly very useful for EV Racing car series.....forward to NASCAR. NASCAR teams could build this type charging into their STRATEGY to win a race....NASCAR are you listening...,5a0c1d2a0d98451b229b3632ac5bc113,2023-07-10T13:50:11Z,0,0
Problem when it rains and the road floods,fc854c65b9f808ef07537986868c14b3,2023-07-10T10:36:27Z,0,0
"At least they have a working prototype, but this reminds me a lot of the ""solar roadways"" scam",0b6ba1ce2299839ec11735b284056437,2023-07-10T09:17:58Z,0,0
"LOL Sure, let me see that on I-95 from New York to Florida because they are always working on that Interstate road. Or from DC to California. Almost Laughable.
But train rails do it.  BUT 650 Volts for a car?",fb61142dd3292399f4a354ec85f5b910,2023-07-10T05:49:16Z,0,0
Wow really amazing 🎉,cb2f4c7d79462376348a9dc67ec49eb7,2023-07-10T04:24:29Z,0,0
SPREAD THE TRUTH THEY WANT TALK DOWN TO ANDREW TATE BUT THEY HAVE PEDOS IN THEIR BUSINESS WAKE TF UP BOYCOT BBC NOW!!,e448d1a7afa68d66342ceef90b529064,2023-07-10T04:13:37Z,0,0
Looks cumbersome and low-tech.  Contactless would be better.,45997055ec8d80574a45287ffc9147b7,2023-07-10T02:28:20Z,0,0
And let’s do drones for ambulances so they don’t get stuck in traffic,988d700781158e504c8167d9d62a0d87,2023-07-09T23:37:06Z,0,0
Awesome. All the charge on the go techs are really cool. Glad to yet another form.,d38d33a4120a3e09e89fa6654cfb8945,2023-07-09T21:54:31Z,2,0
A Bastian of morality... Lol,d6981f3048a06b11f34e376db83142f8,2023-07-09T21:14:58Z,0,0
Why is battery swapping not considered. Just like how you feel fuel. Just go to a swap station and swap the battery out for a charged one,0a81c2f4cd33cde7549cc5ff22aa710a,2023-07-09T21:13:08Z,0,0
looks like an upside down tram,dd7a097c3bbecab7ce7e486f16218c35,2023-07-09T20:58:05Z,0,0
"The automotive industry truly was a experiment for the medical industry because this was man first love,Drugs. Now look at the assassin road way themselves to death. Another scope of killing is business. Only the car care about you and you love the living. Who is dead?.",b3e09e4c9dbcb335c62b2be47c9eaddd,2023-07-09T20:41:41Z,0,0
We could have cars that run on rails. Then your presenters could have their hands free to molest children while travelling.,75aaa343fb1ef78cabacfb75991f99d7,2023-07-09T19:58:54Z,0,0
https://youtube.com/@itscodehunt,34f0935bc0209c4dbda2d362ef58588d,2023-07-09T19:39:45Z,0,0
wasted energy? its not a direct transfer of energy like a plug,27712d6a0d8f519c06472a8790647a71,2023-07-09T19:34:56Z,0,0
"Can thieves tear up the metal in the road and sell it as scrap?

The public electric charging station in front of my building was torn apart, all the coper likely sold for scrap",5b02e226f8573843d1e7d7abccf84260,2023-07-09T19:33:18Z,0,1
"Holy shit, it is real world Scalextrix",f6ac9e35bc43dc950fd9ed4a688f97a8,2023-07-09T18:53:06Z,1,0
"I think along main drags maybe, but cars driving around port facilities and large businesses like factories it would be perfect.",79b255db3cc15a7f1f1d7f19e06cf49b,2023-07-09T18:26:17Z,1,0
Behaviour modification is an arduous process .  Our habits around mobility will change,e2b6008043f901e2e4e5d1ea65c5f798,2023-07-09T18:11:04Z,0,0
This doesn't seem so smart ! The solution to the problem is : Swappable solid state battery packs. Easy quick and cheap.,eca46d57c297b6c607a31f27ee91dd32,2023-07-09T17:46:31Z,0,0
But how much charge does it give!??,00b2ca5a48b529ad1931016c4e25a3f2,2023-07-09T17:44:40Z,0,0
yawn,c07f75f044a197a156fb24ef2dc0bf6d,2023-07-09T17:31:08Z,0,0
The bbc needs to talk about Ecosia they are a search engine that plants trees,50c62f92ca704bbe9fb7e60e5757b136,2023-07-09T17:25:40Z,0,0
What is the name of That BBC presenter,2d5a57734e4d4c2e775e7ca831166244,2023-07-09T16:54:05Z,0,0
"No????

Imagine the fuel tax lost and also the ammount of electricity you need for  100% electric vehicle transportation....

Are these people that come up with ideas like this total idiots....

Idiotic idiots ??????",d3cc7f5985c35ad91d75157a385d9512,2023-07-09T16:13:07Z,0,0
"Those nice and shiny silver contacts, look beautiful,  So what happens when it rains, snows, floods, etc. Or how about drivers that can't keep the line? New form batteries will extend range and versatility. Just be patient folks it's coming…",36959657bb6515c2e29e9a1acdb1ccdf,2023-07-09T16:04:22Z,1,0
Well they can't even supply power points or even fix potholes so how would this ever happen in Britain I don't no. It's all a con with elec cars. Another idea in motion that will eventually lead to more control over a society. And the pollution will not come down in the long run. We are in a state of no return unless we take big action and stop big industry from polluting.,ab88b0ae588661a5009409f53c304845,2023-07-09T16:03:38Z,1,0
Time to stop paying the TV licence. Too many pervs and nonces have worked at the BBC.,70a256ba4f64fae559cbf67417f47f46,2023-07-09T15:44:37Z,0,0
"Good for public transport in densly populated areas 
IF materials and maintainence costs less than over head power lines. 
But this system on all roads? Not going to happen.",57c3fb39aed9d9f98f1fdcc9992898fa,2023-07-09T15:37:14Z,0,0
"Let me guess, it only charges your car up to 30 minutes from your home 😂
I still can't get behind this electric car bandwagon when all it takes is a firmware update and you're without a car.",678ac886fd1152b989279e0d2b0499c8,2023-07-09T15:32:13Z,0,0
Charge works Like smartphones?,32615474bee8bb65f4d6f65cb05ceeda,2023-07-09T14:57:23Z,1,0
That would be so cool! To drive a truck and be charged by the road. You could put wind turbines or solar on both sides to power that.,25edf75713adef624adee8602e3a0bc5,2023-07-09T14:36:02Z,3,0
How much will it cost to recharge your car on this road?,fa9c8623a0c9bcff58b56d0eff9d348b,2023-07-09T14:23:52Z,0,0
"The way they demonstrated it, 02:27 looks like a massive distraction for the driver!
Wonder how much it can adjust for humans not driving in a constantly straight line, can it move from side to side automatically? I hope that drivers monitor is just for the demo... you'd just need a ""left / right"" indicator to tell you to centre the car.  If you don't have to think about it, that's the only way it can be safe.🙂",dcd1c100fc503097a33296cc1eb8bc37,2023-07-09T14:10:33Z,0,2
❤😮,f927debe8ed2a89e90868c6e8a0db38d,2023-07-09T14:06:35Z,0,0
More economic self harm fantasy from the MSM.,09e137899f8079b2eefe30fffdf48e50,2023-07-09T14:01:15Z,0,0
Kojima predicted it again!!!,2017df4106efb29ba43d5916e8a7ab80,2023-07-09T13:58:12Z,0,0
"Seems a bit excessive… All you need is these contact charging points in car parking spaces, as opposed to entire stretches of road. That way your car can charge at point A and point B and you’re ready to set off to point C.",dd399d52bd7c600d72b4cf77bd6d3cc6,2023-07-09T13:46:11Z,1,1
"This is interesting idea, but if you analyze it, there are many problems",5028ffb00b86194f449b01c0fb1d77cd,2023-07-09T13:34:22Z,0,0
"wow....very interesting and I think it could be an alternative but I also think it will b a little difficult to achieve for the moment.a lot of money,infraestructure and maintenance among other things will b necessary. anyway,good innovation!
cheers from Havana Cuba",00ed0020e370896dc61c7f7a0ff26c58,2023-07-09T13:24:30Z,0,0
this will never ever work in the real world!,4bf97301636246c36bd73678362955e8,2023-07-09T13:10:52Z,0,0
The world is truly becoming a dystopia,3906f23d614b038bf4a783a8531847d0,2023-07-09T12:58:01Z,0,0
I cant see it catching on. There is already wireless charging in development that can do the same thing with nothing touching the floor causing drag. And the electric pads can be under the surface of the road out the way.,c314fc9474fcff4c899f7a8618519afe,2023-07-09T12:20:22Z,0,0
"I'm waiting for this to appear on an episode of ""Abandoned Engineering""",346f574c68e78bd9cf051bd230d425f0,2023-07-09T12:14:31Z,0,0
"Not going to give fossil vehicles up, fossil fuels are more reliable & independable with methane to gasoline technologies. 

To those who don't buy into ""Climate Warming"" scare tactics, study foragering, mechanics & engineer methane-to-gasoline technologies.",c533976a574c287a11a6f99448da2653,2023-07-09T12:05:30Z,0,0
"They tried something similar in the UK about 5 years ago. A road had overhead contacts and further down they tried contactless charging.

Saw the little experiment... saw it working... and then never heard about it ever again, not even the results or plans. Which probably means that it was successful and the Tory Government are scared their friends in the Petrol business would lose out.


I say good luck to Sweden and i genuinely hope it's successful. I also cant wait for a country to publicly tell crude oil companies to get lost... and that day is fast approaching... Crude oil no longer provides unique essentials... Literately EVERYTHING crude oil does now can be replaced... and they know it, hence them trying to milk every penny now. I also say that the last Crude oil company to go green should be banned... just to send a little incentive and message.",c74d93f4fe035e27a7e85caea8b31b4c,2023-07-09T12:05:23Z,14,1
So you built a mini tram. Lol,6e40c40895c003610ffbfb843729ae4a,2023-07-09T11:52:08Z,0,0
Fuck the BBC. They’ve been protecting pedophiles for decades.,98a204147658053df409ef8a04a244fd,2023-07-09T11:50:24Z,0,0
https://youtube.com/shorts/QWFjqDwOlj0?feature=share3,14dc32a9e3f99048ea1708da503e11bc,2023-07-09T11:42:42Z,0,0
Cool technology ...,b81d6064ea915bbcc4804a4d44486538,2023-07-09T11:14:53Z,1,0
"Waste of money.   Better just get a bus, train or taxie.",4820c65fd9570771e36bb94685fa04e4,2023-07-09T11:11:39Z,0,0
"Could be Clubbed with this contactless solar powered tech 

 https://youtu.be/I-w_11uQm7A",4a227109bd86ddb55f17841032e84caf,2023-07-09T10:28:36Z,0,0
potholes First !,dfc0dc5871be63449a7f9859fea72a28,2023-07-09T10:23:43Z,0,0
"It works on train , but electric line is above not below😂",4b59bbc761dbdbe71926c8ed455bb2d2,2023-07-09T10:20:51Z,0,0
"Is it charging anywhere near full power in the demonstration? I would expect some sparking from the high current and voltage needed to charge an EV. Also, if that was to be used on a real road with contamination such as petrol, that road could ignite it? I also don't think the power delivery would be very stable, especially after seeing the contacts bouncing around (2:30). Any dirt on the metal would reduce continuity and cause more friction and wear.",7b3bc29230381ae30bdc08d101ab7e9a,2023-07-09T10:11:31Z,0,0
"That's such a dumb idea. Imagine the wear and tear on the connections, I see those needing regular replacement",84f0863e300592bc401dd0e1200b1bc5,2023-07-09T10:07:39Z,0,0
might as well rename your car after tram,50277ef0e8760b15699cfd9291e75f62,2023-07-09T10:03:53Z,0,0
it is better to have a big battery and charge at home since the price of public charging is insane. it`s a cool idea but everything comes down to consumer cost.,ae24f9a0813259442bf21b89841e7687,2023-07-09T09:26:52Z,1,1
how about putting a petrol engine the car!,a1471975793993b10a4bd0b1b0adcab3,2023-07-09T09:22:49Z,0,0
Eletric  cars are a disaster to the environment,5d0efb932833a58db257c227c1b8391c,2023-07-09T09:21:32Z,1,0
This is a terrible idea. I cannot believe it’s been funded to this point.,568703dad84970d05d0390ebcc8e1dec,2023-07-09T09:12:34Z,0,2
what happens when it rains,d0de77837aa843a7494f012613dbb34c,2023-07-09T09:02:39Z,0,0
Electric cars are just terrible,3c6d7a9166f3672e0e64f4b16e249c13,2023-07-09T08:59:53Z,0,0
Electric cars won't solve traffic. We need to become less car-centric.,d0f0ef7547de27cd9cf3d61b76747db2,2023-07-09T08:53:22Z,0,0
How about reliability of that method?,c98d98befd25fc1297b4a64fa80b37ef,2023-07-09T08:48:13Z,0,0
This is actually a good solution to the charging problem.,e7af025b7e21da07a80740a02a93bd8d,2023-07-09T08:42:36Z,1,0
"People don't realise that more electricity means more cancer.... the grid for one needs to be updated, but to transfer electricity from place to play, you need to step up the electricity. Electric cars will create the next wave of problems, and the batteries are also so poisonous, especially for the people mining it in poor countries, but hey, it's the latest fad",19e1555825aa42ef19dfaac1a8763e77,2023-07-09T08:41:30Z,0,0
Child lithium miners lives matter,7a46580d8d79d975c78155c791ce94d9,2023-07-09T08:22:59Z,0,0
"Advertisement for my Marriage
I am looking for my life partner ❤️
I am 46 years old, i have done my Graduation, now a days doing little private job. I have my own house, Motorcycle, i am honest person. I am hardworking as well as good life partner for my wife. I will give her happy life. If anyone needs a good husband please let me know. Thank you",93cf035dcd4686071caaf69aa663e1fc,2023-07-09T08:02:50Z,0,0
Terrible idea,972d534feabd6a3e81771a65f02c6eda,2023-07-09T07:55:27Z,0,0
"It's a pipe dream of EV enthusiasts  ... the costs would be astronomical and not realistic economical viable.It's also anything but eco friendly etc. The only way forward for EV vehicles is to improve their fuel cell / battery technology dramatically ... i.e.have an energy density equal or better than fossil fuels. At Oxford uni they're working on revolutionary lightweight  carbon nanotube battery technology. Such carbon nanotube batteries would be lighter and more energy dense than current Li-ion batteries etc. As for electric roads, that'll be a step back in time.",f8ae2fb741dde4f26f8309f1393ea791,2023-07-09T07:49:27Z,0,0
amazing idea. is like 100 years old 😅. electric tram perhaps 🤔,8e8bbce7b34bfd53e018426f5766fc86,2023-07-09T07:46:57Z,0,0
I’m sure they can make it contactless at some point,8e1a27ca64de6fdd3694b27cca86309e,2023-07-09T07:39:55Z,0,1
"So it is just another tram? 
This is not a future really...",cc76be696e6683562ed2cfbb94c41440,2023-07-09T07:26:56Z,1,0
"Forget about the electric roads that charge BBC. How about that BBC presenter that was chatting in his underwear with a minor paying hush money and showing ""things"" on cam ? Why don't we know the name of that person ? Why hasn't Lucy Williamson from the BBC done an interview with that presenter ? Isn't that a bit of a double standard since  you bombard Andrew Tate with your attention but your presenter is getting a break ? Please do explain why Andrew doesn't get a break and your presenter does.  I hope Andrew Tate does a background check before he invites people from the BBC over for visit. If the BBC is so hellbend on protecting the presenter that is chatting in his underwear with a minor and showing ""things"" who else are they protecting inside of their organization ? Is this normal behavior inside of the BBC ?",a42e0880f6096975492cb53ace79a689,2023-07-09T07:14:14Z,0,0
More suitable for trucks and buses... better and safer with a overhead line as in trains ...,e9dc32e75286550049d5e5c874ea4b63,2023-07-09T07:10:25Z,0,0
😂😂 piss off,430ef477e1ce61d5811506ee6d57d1e3,2023-07-09T07:09:18Z,0,0
Isn’t that train? 😅,430fc9b2138bf46ae34f5c58bc7eb043,2023-07-09T07:07:39Z,0,1
This is ridiculous. Enough with these bullshit solutions,417c960b074c0d3d9e85583eb183acba,2023-07-09T06:40:45Z,0,0
I'm in Sweden and I fully support EVs but this is a waste of time and money. Just make sure there are reliable charging stations instead.,0fc73dca446293b15fcf1bbad95b7800,2023-07-09T06:25:44Z,1,0
rubbish  were going too fast without enough forethought,7ef9a73d27dc3d5c54af2d7d1539b686,2023-07-09T06:18:12Z,1,0
Turning your car into a tram...,0fc73dca446293b15fcf1bbad95b7800,2023-07-09T06:16:11Z,1,0
"Why do we need this kind of road?  Because the electrical car is not reliable at all.   

The current battery technology for vehicles is not practical yet.   It dies fast and will pollute the earth badly.",d9138c8c112bfe776a2cc681594cd285,2023-07-09T05:44:07Z,0,0
"Technology changes, the human body does not. The medical profession is salivating at financial opportunities this presents. Maybe they'll have a service center that will  change your cars batteries while offering tumor removal while you wait.",92ea8cceca5f7c0e8fd5ed8ff5f889ad,2023-07-09T05:39:56Z,1,0
Death stranding comes to real life,4a1033161443eec7a9295ffee7d0d11b,2023-07-09T05:35:18Z,0,0
"If it snows or rains, it becomes electrical skis and boats",ae07147d45d8fc5099db55af45c58edc,2023-07-09T05:25:52Z,0,0
This won’t fly,3fa924dc4b95f17b6af6a673c592a8e6,2023-07-09T05:22:26Z,0,0
"Simple discipline, and effective.",b49e15cb9cb4567bc50b077711a7e756,2023-07-09T04:47:05Z,1,0
Snow and rain could be the issue here? This needs to emphasize the risk and reward of having this electric road over using regular battery. It doesn't look like more convenience to me,ee9bb27dee2d578df822a11ac08f8b55,2023-07-09T04:46:13Z,0,0
RIP animals crossing the roads,45127f590601d2bb346ac91278f895d1,2023-07-09T04:37:03Z,1,0
Elon Musk has nothing to do with Elon Road,45127f590601d2bb346ac91278f895d1,2023-07-09T04:35:34Z,4,0
"You'll have to drive really straight!
And not in snow, rain or hail!",45127f590601d2bb346ac91278f895d1,2023-07-09T04:34:58Z,0,1
This is the worst idea EVER... Did anyone think it's impact on environment or other creatures!?,a885612aa7576f95fbb257abf6e9da48,2023-07-09T04:23:07Z,0,0
"We cant even maintain asphalt road, let alone this",408bb93e6e339b8b2a75469d31e6f014,2023-07-09T04:08:11Z,0,0
Who is the peadophile you are protecting? U lot are a disease. Why do you continue to protect your filthy perverted peadophilic employees I find it VERY VERY interesting that the Victims PARENTS have Not named the Celebrity! Also the EVIL that is the BBC is activley PROTECTING this vile filth! WHY???????,2cc44aa43adfc58e2716e4cf4fd56ef3,2023-07-09T03:42:38Z,0,0
I use to think the BBC was the best news organization. Not so much after this. There was nothing to apologize for. The interviewer wasn't near as hard as she should have been. The BBC higher ups should be ashamed of themselves. https://youtu.be/bM4VI3z42FI,02bc6679be8fa350f4f6b38d69355739,2023-07-09T03:27:55Z,0,0
Anyone else remember slot car racing as a kid?,cb2f4c7d79462376348a9dc67ec49eb7,2023-07-09T03:17:18Z,0,0
I think this is a cool idea but is it really necessary and practical,8a603bf7b3249837f47167a014da8d61,2023-07-09T02:43:01Z,0,0
make more sense to put solar on the cars to increase range and it's free energy rather than building and maintaining this.,a0690c3b415326e17274cbbe8af01fdb,2023-07-09T02:41:59Z,0,0
*F-Zero music starts playing*,874f96137f516d23aeabbc8b8f76ca6c,2023-07-09T02:35:31Z,0,0
"Almost like we can have other vehicles, that hold hundreds of people, also use electricity on the road.",22e3d83f008788db6e97d942bb213cff,2023-07-09T02:34:03Z,0,0
Wow,41735d2d2630dad4c584bcbcad1e1bc2,2023-07-09T02:33:59Z,0,0
Perhaps the stupidest shit that i have seen in a while,e82ab223e758ca632a12532e4c8593b7,2023-07-09T02:32:28Z,0,0
"Climate Change Agenda is one of the biggest fake/ false/ hypocritical/ psychopathic/ criminal/ shameless/ demonic/ inhumane Agendas of demonic inhumans in order to establish & empower demonic orders in the world.
Demonic inhumans owned weather modification institutions are changing the weather with different kinds of artificial toxic chemicals and radiations, but saying that common people and their activities are responsible for  Climate Change. So they want to depopulate the planet.
They are doing all demonic activities based on ""Orders Out of Chaos"" formula.",e19978b0e5cf94092ad761cefa9d208e,2023-07-09T02:23:31Z,0,0
"I don't think this will catch on, in 5 years time you will probaby be able to charge 400 miles in 10 minutes and in 10 years it will take 2 minutes. This could make sense for busses maybe and even then I'm not too convinced.",f6ce73243111eeb33e1e7c8f1350407c,2023-07-09T02:22:10Z,2,0
"There is no climate crisis.
Bbc are filth 🤭🤭🤭",0c74b2e4be9f3c3788a6021a71530860,2023-07-09T02:08:05Z,0,0
BBC is trash,67ba534bda1132a79216ea3fc6802384,2023-07-09T01:57:22Z,0,0
lol,e017cf67746bcbb6b5d2f196de50b907,2023-07-09T01:54:25Z,0,0
"Such stupidity! Power failure? What happens…Don’t know. 
So much costs to infrastructure, no thank you. Useless idea, will never happen",04f46d639b529be689dc4712b1c7a5c9,2023-07-09T01:14:10Z,0,0
"The headline suggests the car will charge you for every mile you drive, lol. Road pricing here we come.",2ecf0dcc431847373665bc759c78273f,2023-07-09T00:33:25Z,0,0
BBC are nothing but scum,8212b45cdba398b9498c91b1380d160c,2023-07-09T00:26:49Z,0,0
