Comment,Anonymized Author,Published At,Likes,Reply Count
This would be a good system for underground transportation systems. It is kind of like carnival bumper cars. Put a bunch of those underground and you could eliminate most cars in cities.,0632457599e03be68b604f72689f20a4,2023-07-09T00:12:55Z,3,0
I still think battery swapping will be better.,0632457599e03be68b604f72689f20a4,2023-07-09T00:09:54Z,0,0
"I wonder how it will work with snow. Also, how will snow plows not damage the system.",0632457599e03be68b604f72689f20a4,2023-07-09T00:08:21Z,31,2
"No, not yet ready for primetime, just like flying cars, those drone cars too noisy and dangerous.",0889823668347b45ae8cb80e6bc6e236,2023-07-09T00:05:46Z,0,0
No thank you!,57eb3b6ec06e853c05d461f52bb6d6b3,2023-07-09T00:01:05Z,0,0
Boycott bbc,d60bfeea2dd06c2db5a02f65ed3ff609,2023-07-08T23:59:55Z,1,0
And how many more black slave children are going to be needed to mine the materials for this new great idea?,3f94032dd3644dc668412504e7be280e,2023-07-08T23:51:17Z,0,0
BBC is a grooming gang.,b60325b54c00ce4aeaa282a3f8d8218b,2023-07-08T23:28:19Z,0,0
Elonroad is dope,68ea274c0f114d02fce7b01de47ace3d,2023-07-08T23:14:07Z,2,0
It doesn't matter. It's all over about saving climate. It's to late.,3d68b3940c8c704882595e762795208d,2023-07-08T22:36:01Z,1,0
What happens when it rains? Every roadside puddle gunna electrocute me?,cad890c83011c8b63bd517a3350760b8,2023-07-08T22:32:34Z,1,0
What happens when it rains or snows?,d2b3392cc80882caa712526371dd7104,2023-07-08T22:26:20Z,0,0
Hilarious.,21063b27c9e94cc6589e2385e50e8b21,2023-07-08T22:15:28Z,0,0
Stupid idea! Just make some tram system. It will be more beneficial for regular people.,86bdbd9e76a2624fa0ae82b763e0a85c,2023-07-08T22:10:08Z,0,0
"What pervert are you hiding now BBC? why i wudnt give you lot 1p of a license fee , pack of immoral scumbags.",1883d5962268d7082f8df0f735e31266,2023-07-08T21:50:26Z,0,0
"Rather know what paedophile your covering for now.
This channel has no shame!",b7a0a48be86ac848a45214e6b567f47b,2023-07-08T21:36:24Z,0,0
Do you know why Russia attacks its frontline soldiers on its own? Because these soldiers are composed of Russian prisoners it's Russia criminal group  !,776a80589eefa0b0ac840065cc8ad221,2023-07-08T21:34:57Z,0,0
"hey bbc, how  much again did you paid teen to send you nude pics 🤣🤣🤣",d6ee779626655da83196ad1c11adf038,2023-07-08T21:33:56Z,0,0
A good distraction of a line on the road.,e17ad278f089e005a87837bf0d4b0f66,2023-07-08T21:27:51Z,0,0
"So instead of paying attention to what's ahead, people will attention to the road under them, sounds like the potential for a lot of accidents.",4ffa4ee81ce92e8f65f8ecadaa377efd,2023-07-08T21:24:05Z,0,0
For obvious reasons there will never be an electric car in the town of Chillingbourne. ⛔💡⛔,b359e2db1b55e5e94f578da490e33a56,2023-07-08T20:59:43Z,1,0
"Elizabeth 2 plotted all your WARs from Singapore, her family is tied to frauding and theft with escorts impersonating videos or photos and the Singapore Police in house break INS and robberies since early 90s when they did it with Diana and Fann WONG, your WARs are done by Mr WONG kan Seng, NG Joo Hee, Melvin YONG Yik Chye, TAN Chuan Jin, Tharman, Halimah YACOB Masagos Zukifli, with her indian in the UK, they plotted your WARs by harassing for money and CCTVS with Fann WONG, Jeanette AW, Kate Middleton and Megan Markle. They are all tied to house break INS and theft in Asia with Malays indians tied to Halimah YACOB, Masagos Zukifli whereby they swindle cash and steal multiples to themselves. Elizabeth 2 is the one that embezzled cash repeatedly and stole multiple times to cover up for herself, whether it was Diana or the wars they plotted with Obama. With Fann WONG, Jeanette AW tied to Bank FRAUDs. It's done by WONG kan Seng, NG Joo Hee, NG Eng Hen, CHANs tied to Chan Sek keong, Chan Wei Hong, with Fann WONG they do it with their extended family members same with TAN Chuan Jin, Jane Leong, Angelyn Li, Wayne Li with Li Hsien Loong, they are all tied to a network of organized criminal activities to fund their expenses and these wars they plotted during WW2 and present cause they are after land and money. The whole entire Clementi Head quarters, Bukit Panjang station, Bukit Timah, Bukit Batok with Melvin YONG Yik Chye are the ones behind all your WARs they are all hired by Li Hsien Loong. He bribes all of them with swindled cash, stolen items, Elizabeth 2 did the same thing with Kate Middleton and Megan Markle, with her indian, Halimah YACOB, Masagos Zukifli, Lawrence POH hock guan, LIN-YIH, Wayne Li",ff8ebc83698cf3b19307af89ddfcc125,2023-07-08T20:58:32Z,0,0
"This is not a ""practical"" solution and will never work!",69eb8265ef03c00c637167c38725a697,2023-07-08T20:58:19Z,0,0
Ummm just no. Imagine the massive cost of installing these. And then the maintenance. Easier and cheaper (and likely better for thr environment ) to just stick with traditional cars thanks.,6f706bb5a4e0564391b128fd93757674,2023-07-08T20:16:37Z,0,0
"This in theory looks good, but what about if you have to be switching lanes. You would need a power track in each lane. Not all vehicles can stay in one lane because of traffic and other issues. 

How is able to overcome issues with winter conditions when the roads are frozen over with ice and snow. I would think inductive charging would be better because of non contact. 

I would not reduce battery size in vehicles, because people need the freedom to be able to go in to rural areas, or in off road conditions.",912061de319a35228bf0d62040076a3e,2023-07-08T19:57:57Z,1,0
"It won't work  it's a tram,how can you change lanes,the dodgems over head cables work better,anyway I'm just here to ask who the new bbc peadophile is, the BBC needs shutting down ❤",c91d9af846fde7531dc5891c298cd029,2023-07-08T19:57:13Z,0,0
"In the very first 60 seconds it was pretty laughable so I moved on.
Hahahahahaha!!!!!",7d67dff14631364a5238f45a79964992,2023-07-08T19:55:16Z,1,0
It may be the future but not for most working folk who can't afford these ev's anyways. More about the bucks than the environment,537cb5c6d1b9bcf40812612f50eef9e4,2023-07-08T19:44:45Z,1,0
Enter the army of EV shill bots....,acd7e1966b1e6a21589b56699c7b729a,2023-07-08T19:37:56Z,0,0
"Idiot people allow us to price them.out if driving while selling things that ruin the environment to be produced, under the label of those very things being good for the environment",4f69f42faa248ba07f002c6ca5bc502b,2023-07-08T19:35:13Z,1,0
"Itll never happen. Ev is a pipe dream. Cost & materials alone is a joke. Once people see the cost of the roads in the taxes, people will be fired. Hydrogen is the future and easily applied to current engines ln the market. Toyota knows this and so does gm.",5493a1ed0334158f89ceca313a16fb7b,2023-07-08T19:33:46Z,0,0
Not good for motorcycle riders. Very unsafe.,376c4867e5d33d1cf282d52a137d041e,2023-07-08T19:33:08Z,0,0
Though - electricity doesn't save the climate.,2cadb7207ba011c318b0f38560118b39,2023-07-08T19:28:23Z,0,0
How much would it cost per mile or per km? Maintenance cost? Centralized charging station is much easier to maintain and more reliably available.,7057896bd762e57f248642bd3bf8c58e,2023-07-08T19:08:34Z,0,1
"I can see it be usefull in some stuff but for say Ambulances, Police Cars/Vans and Fire Engines i am bit skeptical about.  
And prob some other issues on this development that been mentioned in the comments.  But Hope it be a very successful project.",4f941738142846b12ef80b7d0a63f261,2023-07-08T19:04:41Z,0,0
"That is going to be a monumental nightmare in terms of road maintenance and cost. I don't think most people understand just how rapidly roads degrade and deform. Delicate systems that like that built into a road that is constantly deforming over time is going to make maintance / repair costs far too cost prohibitive I suspect. A single car crash on that strip will likely cause catastrophic damage to it and require very expensive repairs. While this seems like a novel idea, practically speaking I just don't see it ever becoming a viable reality beyond a few test roads. Also this is far too vague on actual power output - I am highly skeptical about the amount of meaningful power it can provide to charge a car.",3d4f2a8395e31d2d6287849dc9932bed,2023-07-08T18:56:00Z,165,22
Electric vehicles are extremely damaging to the environment through mining all the metals for the batteries. Not to mention all the child labour that goes into mining those metals,f401804f1314b999d2d454f5eefec733,2023-07-08T18:51:27Z,1,0
Cant even fix pot holes in uk roads 😂,463aabe3b3b33cefb12abce72d8a9014,2023-07-08T18:48:05Z,0,0
😂,463aabe3b3b33cefb12abce72d8a9014,2023-07-08T18:47:37Z,0,0
I think this is not safe,d06a0ed6092199d5ab799a007f70d0b1,2023-07-08T18:37:06Z,0,0
"So basically a tram but under your car, It's a no from me im out.",4621fa49a1a33bca7f694e9ca6a2f865,2023-07-08T18:34:00Z,1,1
Uzbekistan revolution,423e277e081f9a3d70e66206bdd5c375,2023-07-08T18:22:45Z,0,0
Uzbekistan revolution,fbec5d3ad47dffcf6593634e18004ec9,2023-07-08T18:20:49Z,0,0
"What happens in rain, ice or snow? 
Also, won’t the roads have to be built and relaid by diesel plant equipment",49b9a79c1c8b317e405228d7ab71e8e1,2023-07-08T18:03:22Z,2,0
"bbc, this means cars won't be different from trains who have to run on their tracks",92f86d7020c650db37ee8773ec2f6b87,2023-07-08T17:57:20Z,0,0
"Hello BBC, would it be possible to have a list of all the male presenters that are on 'holiday' this week please? #noncyBBCpedolovers",71fe82f11ba4b3eeb5b45c7f67b2dd58,2023-07-08T17:55:50Z,1,0
The concept of the trolly upside down.,0c878066d1766fb395d359f21988676d,2023-07-08T17:50:04Z,0,0
"This is absolutely brilliant! A game changer! A paradigm shift! Imagine if larger vehicles could be similarly adapted, carrying say 30 passengers around town. Or a number of carriages linked together to transport goods up and down the country. Perhaps in time, we can move away from embedding the electrified rails in the road and contact can be made overhead or off-centre somehow. May bring down infrastructure costs and maintenance too. In time, the success of these could obviate the need for personal vehicles. Regular electric vehicles could ply cities and between cities at regular intervals and the ""last mile"" could be walked or on localised pedal power or small electric units. The future is so exciting thanks to Mr Elon Musk. No other human could have come up with such a genius idea.",5c2ce6b3d785569ef5776810d808e2c6,2023-07-08T17:46:19Z,9,17
"The UK only adds 2% of the so called carbon footprints or climate change to the planet, the UK is not going to make any difference but the ass@oles in the US, China and Poland contribute most of the carbon and climate issues so why aren't they being hold to stop being ass@oles!?",4ee0cd86837b6e5f30a57db89150fbc5,2023-07-08T17:27:47Z,0,0
"Yeah don't run out of charge in the middle of nowhere ,when it's really cold! Don't mess with my 4 cylinder gas engine!!!!!",35c0c03b2e9893fb8bc71df27b5cdec3,2023-07-08T17:19:54Z,0,1
"imagine how many politicians will start ""road maintenance"" at a very high price..... this is a pr stunt ! never gonna happen.",51e16c49481565d8482cf34c701a549a,2023-07-08T17:19:16Z,0,0
I've always had this idea as long as i've heard about electric cars. But didnt know how viable it was.,e7d83dd97e4bf02c861ddf4eabdb0a57,2023-07-08T17:17:18Z,21,3
How much range are we talking?,3bced4fd13a5084f3c193b0137959329,2023-07-08T17:14:08Z,2,0
"Is it just me or is it worrying that on a video that isn't for kids, they have to explain what conductive charging is",58af0b4ecfb9892dfa7d7b00681889b0,2023-07-08T17:13:56Z,0,0
NO.,0493f2f5cef5e69404379a979fbd76f8,2023-07-08T16:53:49Z,1,0
What could go wrong?,54db61f2afc489731219e41bf9d45677,2023-07-08T16:53:29Z,1,1
pipe dream,1fab1cb598fe9dbded6f64ef3d00e7ff,2023-07-08T16:52:03Z,1,0
Can the spark ignite a fire?,ce5f457e0b1f89bd703dd6ef60fe5e36,2023-07-08T16:49:49Z,2,0
I wonder what the premium would be on these roads?,089f3c4e257a7fedf5d2f3a51385a7b9,2023-07-08T16:49:21Z,4,0
🤔🤔🤔🤔 Interesting new ways to die🤔🤔🤔🤔 fascinating 😂,3b309984d62020236ccff15bcd8a5158,2023-07-08T16:35:08Z,2,0
"Absolutely love this idea. How clever! Fuels the vehicle and charges the battery at the same time. For commuters, they can skip finding plug in stations to refuel. Excellent for long distance trips, which a real plus.",49c038a4131c22bb89a770bad1679659,2023-07-08T16:33:08Z,17,10
Who is the BBC presenter accused of paying teen for explicit photos?,672f6905d40d6bd9cae2f48bc7df5428,2023-07-08T16:28:09Z,3,0
"This is an ad, and a poor one.",b6f424466a94c4407531f172bcc3f925,2023-07-08T16:25:35Z,1,0
My hydrogen Ferrari is dope AF and everyone in society will want one. It can even fly to Mars.,c7f9c64e30708f4709d2eac4bb3f37ab,2023-07-08T16:23:01Z,0,0
Hopefully that future excludes Tesla and Elon.,d57d2d1b16f70409278b21a9f1b9dda1,2023-07-08T16:22:47Z,2,0
FUCK ELECTRIC CARS,a726620ded19aa7ce5caae00138b3ac1,2023-07-08T16:14:06Z,3,0
EV bad,b3b15a774ac6cd669f5e3343f0c3e19f,2023-07-08T16:12:37Z,4,0
*YOU GOT BOOST POWER!*,1192e87c822a7ed4ac94b91e796aae82,2023-07-08T16:12:29Z,1,0
the world hates the BBC,534d2f5f854bd4c098f0d9e20325b057,2023-07-08T16:12:13Z,2,0
😞👎,20fac1c4221d0dfc0376c5c3a99f5f54,2023-07-08T16:02:09Z,2,0
"Oh my god none of this makes sense. Can you imagine what this cost? What the maintenance cost will be & resurfacing cost. The middle & lower middle class is doomed. 
When these electric vehicles need to start paying road tax. They can also be extra taxed to fund the extra cost of this BS movement for the elitist groups they serve.",80b588bd4077c511e7e09511b579411a,2023-07-08T15:56:25Z,3,0
I swear these people  are completely  out of touch with the ..real world! 😳,7918c683e5fe1d3491ae7a5eebfd99c7,2023-07-08T15:55:49Z,2,3
"I can imagine having to deal with a long metal strip in the middle of the road is very safe for motorcycle riders..
Add some rain into the equation and it's even better..",4892cec0afa8ee737f87c568f654a9f4,2023-07-08T15:50:03Z,6,0
"How many child molesters at BBC did it take to post this video?

#FreeTate",6edc5b5b02aa269c8ee24a90268076f0,2023-07-08T15:48:28Z,2,0
"So, let me get this straight, I, as a pedestrian, on the future will have to cross a highly charged metal rod in order to cross the road? No thanks!",309b73d0139c5091e06096c630ac99d8,2023-07-08T15:47:35Z,2,0
"""Imagine scalextric""...yeah, popular when I was a kid, but never actually saw one working, it was always broken for some reason! I am glad I invested my pocket money in lego, at least I got some physical understanding from it!",309b73d0139c5091e06096c630ac99d8,2023-07-08T15:45:06Z,2,0
на планете Земля- воду и океан-образован СОЛНЦЕМ,9c14d3e2ccf40d7b307621102dbfaee9,2023-07-08T15:42:22Z,0,0
Can't even fix potholes... nuff said!,309b73d0139c5091e06096c630ac99d8,2023-07-08T15:41:38Z,1,0
на планеті Земля- воду і океан-утворений СОЛНЦЕМ,9c14d3e2ccf40d7b307621102dbfaee9,2023-07-08T15:41:26Z,0,0
на планете Земля- вода и океан-образование СОЛНЦЕМ,9c14d3e2ccf40d7b307621102dbfaee9,2023-07-08T15:39:56Z,0,0
Dünya gezegeninde - su ve okyanus - GÜNEŞ tarafından oluşturulmuştur,9c14d3e2ccf40d7b307621102dbfaee9,2023-07-08T15:38:59Z,0,0
no planeta Terra - água e oceano - formado pelo SOL,9c14d3e2ccf40d7b307621102dbfaee9,2023-07-08T15:38:14Z,0,0
What happens in the rain?  Doesn't that charge make contact with the rest of the wet road?,1d05cb27723afdc026d85f7a5a21faaa,2023-07-08T15:37:55Z,9,4
på planeten Jorden - vann og hav - dannet av SOL,9c14d3e2ccf40d7b307621102dbfaee9,2023-07-08T15:37:37Z,0,0
na planecie Ziemia - woda i ocean - utworzone przez SŁOŃCE,9c14d3e2ccf40d7b307621102dbfaee9,2023-07-08T15:37:03Z,0,0
در سیاره زمین - آب و اقیانوس - توسط خورشید تشکیل شده است,9c14d3e2ccf40d7b307621102dbfaee9,2023-07-08T15:36:27Z,0,0
행성 지구에서 - 물과 바다 - 태양에 의해 형성됨,9c14d3e2ccf40d7b307621102dbfaee9,2023-07-08T15:35:51Z,0,0
在地球上 - 水和海洋 - 由太陽形成,9c14d3e2ccf40d7b307621102dbfaee9,2023-07-08T15:35:24Z,0,0
"All that child labour in open cast mines ,  thank goodness it's in Africa and South America , so we can pretend to our foppish friends.",ef8a80a14245cafe77fae40c32a76b7f,2023-07-08T15:35:06Z,1,0
ಭೂಮಿಯ ಮೇಲೆ - ನೀರು ಮತ್ತು ಸಾಗರ - ಸೂರ್ಯನಿಂದ ರೂಪುಗೊಂಡಿದೆ,9c14d3e2ccf40d7b307621102dbfaee9,2023-07-08T15:34:51Z,0,0
პლანეტა დედამიწაზე - წყალი და ოკეანე - მზის მიერ წარმოქმნილი,9c14d3e2ccf40d7b307621102dbfaee9,2023-07-08T15:34:15Z,0,0
στον πλανήτη Γη - νερό και ωκεανός - που σχηματίστηκε από τον ΗΛΙΟ,9c14d3e2ccf40d7b307621102dbfaee9,2023-07-08T15:33:39Z,0,0
sul pianeta Terra - acqua e oceano - formato dal SOLE,9c14d3e2ccf40d7b307621102dbfaee9,2023-07-08T15:33:13Z,0,0
en el planeta Tierra - agua y océano - formado por el SOL,9c14d3e2ccf40d7b307621102dbfaee9,2023-07-08T15:32:43Z,0,0
אויף פּלאַנעט ערד - וואַסער און אָקעאַן - געשאפן דורך די זון,9c14d3e2ccf40d7b307621102dbfaee9,2023-07-08T15:32:09Z,0,0
על כדור הארץ - מים ואוקיינוס ​​- שנוצרו על ידי השמש,9c14d3e2ccf40d7b307621102dbfaee9,2023-07-08T15:31:46Z,0,0
على كوكب الأرض - الماء والمحيط - التي شكلتها الشمس,9c14d3e2ccf40d7b307621102dbfaee9,2023-07-08T15:31:15Z,0,0
Happy to see new inventions of 21st century,b0d0742588d07bb3bd58ff26ff624e6b,2023-07-08T15:31:00Z,3,2
Yer planetində - su və okean - Günəş tərəfindən əmələ gəlir,9c14d3e2ccf40d7b307621102dbfaee9,2023-07-08T15:30:40Z,0,0
太陽によって形成された地球 - 水と海 - 上で,9c14d3e2ccf40d7b307621102dbfaee9,2023-07-08T15:30:16Z,0,0
auf dem Planeten Erde - Wasser und Ozean - gebildet von der SONNE,9c14d3e2ccf40d7b307621102dbfaee9,2023-07-08T15:29:53Z,0,0
on planet Earth - water and ocean - formed by the SUN,9c14d3e2ccf40d7b307621102dbfaee9,2023-07-08T15:29:23Z,0,0
Dünya gezegeninde - su ve okyanus - GÜNEŞ tarafından oluşturulmuştur,9c14d3e2ccf40d7b307621102dbfaee9,2023-07-08T15:28:52Z,0,0
"Who is going to pay for this and how much? Taxpayers are already being bankrupted to pay for the green energy ""money pit""",072ab4a845911b05ecee2aadea2c3da5,2023-07-08T15:26:33Z,1,0
"The friction made on those rods underneath the car will need constant maintenance and replacing, especially when you need to overtake and the rod scrapes on the concrete/ asphalt in between 2 roads. 

Also, you can't guarantee that the driver or car will maintain a perfect straight line to align the electric part of the road. 

You're better off building nearby parking bays or charging facilities like a petrol station.",1ff9aff3426a60e8bb58010b6139e4dd,2023-07-08T15:26:20Z,58,7
"No money, no can do.",579ee9ecb560b2ba04f85b8606a5f605,2023-07-08T15:20:34Z,0,0
This seems like a train with extra steps.,c1f4c7fdd948ee2c563cf0eaf131786a,2023-07-08T15:11:32Z,40,2
Electric cars will cook you as you drive.,5d885229d19167f796a71ef7da0b36bf,2023-07-08T15:11:04Z,2,0
"Do we trust a government like THIS ONE to even START let alone get it RIGHT???

Have you seen the state of BRITISH ROADS??",0693c9673b47738ed5dc1c8ef91d6830,2023-07-08T15:09:58Z,1,0
Nobody from the BBC will make it into heaven You're all scumbags who should be ashamed of yourself.,e6750ddf4078f83ac0a66ccf475e3f10,2023-07-08T15:09:25Z,3,0
"BBC scumbags Everything you say is a lie You lie about Andrew.
You lie about his brother, you lie about his brother. You lie about all the other shit On the news",e6750ddf4078f83ac0a66ccf475e3f10,2023-07-08T15:08:56Z,1,0
"This is what you called impressive or innovative. If this means less or no charging at electric charging stations that's better than gas station despite gas taking less time to fill up than batteries.

Yes smaller batteries make the car weigh less and there's less materials but that means replacing faster and less sustainable. 
When you buy something it needs to have larger battery or your going to need to replace it quicker or get thrown in the landfill faster. I don't agree with smaller batteries less sustainable and more inconvenient.",d4442d6498045da20ca1ff6b877af022,2023-07-08T15:07:57Z,0,2
You're such ignorant clowns BBC Andrew and his brother are innocent. You're the only human Traffickers I see,e6750ddf4078f83ac0a66ccf475e3f10,2023-07-08T15:07:50Z,1,0
Hahahahahaha Hahahahahaha Hahahahahaha Hahahahahaha Hahahahahaha Hahahahahaha Hahahahahaha Hahahahahaha!!! Sure! We can't even fill in potholes or build high speed trains on land in America!!!,c99118ed7dabea89e3ca7c7ef4c387c1,2023-07-08T15:05:09Z,1,0
I've been saying we need this since I roade bumper cars as a kid and sun roofs should be solar panels...duh,6f953e784a52416d3aaba7b7a9af3f87,2023-07-08T15:04:02Z,0,0
"Nope, no it isn't.   Stop being silly, this is another fossil fuel McGuffin",63fe1c29f15886a2ff18bdccf0de8776,2023-07-08T15:03:44Z,1,0
It’d be good to fit the track and the cars with wireless guidance system like the stock (cherry) pickers use in warehouses. That way the car would stay on track without the drivers paying attention to it.,047e5fb3f2a0a65409d06daaae5ec0fd,2023-07-08T15:01:12Z,6,3
"The kind of collectivist nonsense idea that would only happen in Europe. Just get a bigger battery and charge at home. Independence, the USA way.",00e850ef55d7bdb654c0a624afd7cd22,2023-07-08T15:01:07Z,1,0
I have a better Idea than this. Far better and economically tenable. This is too poor.,6de20ff2f8c30ae42d99d8e47846cb5b,2023-07-08T15:00:29Z,1,1
"Waste of money, charge at home",00e850ef55d7bdb654c0a624afd7cd22,2023-07-08T14:59:25Z,3,0
Another desperate attempt to get the public to convert to EVs. I suppose it’ll keep all those children being used to dig up the materials required for batteries ‘ employed ‘.,570f7b4d830597983b4f17e96f3ee78e,2023-07-08T14:59:23Z,1,0
Use Gasoline ⛽️ 🇺🇲 ✊️,e685dc7ef3dbf273b306bd5157a6811a,2023-07-08T14:58:24Z,1,1
"And you expect the government to keep charging infrastructure? Can barely maintain the roads as it it, this is completely inviable in the real world",4aa24be308a79339028b2ad75cd26b3c,2023-07-08T14:57:09Z,0,0
Tell us who the latest BBC sex pest is!?,63bd36f42f8e70649d9590e69ad4fd9e,2023-07-08T14:54:09Z,1,0
Oh no. This is Solar Freakin’ Roadways all over again.,bf12c908127efd38fa0f89137977c82d,2023-07-08T14:51:58Z,4,1
sounds like a buzz,64e98156d1e34fde27ef4ef896174fe3,2023-07-08T14:51:21Z,1,0
Meanwhile in the UK there's potholes years old that are never fixed 😂,ac63ae6025c51276947079c34023827f,2023-07-08T14:48:48Z,41,5
"Are these roads  eco-friendly to build, though?",fd049af9af3af587f49b5ffdda23616c,2023-07-08T14:46:01Z,0,1
"I can see this being successful in the US highway and interstate systems.  I think as far as city traveling, it would be a bit cumbersome.",7db47ab9ef0f88f444c27a99a4b0aa82,2023-07-08T14:45:21Z,32,9
Dodgems,670c28113e7e7dbe7a774916e1b97c69,2023-07-08T14:44:13Z,2,1
"Maybe build smaller, more affordable cars. Less overall emissions, less needed energy",d303384c06a95b6bec4e4cb722dc4d03,2023-07-08T14:38:19Z,1,0
How's that metal strip hold up to salt?,8f33e952eb88b272ab8959df20add2d8,2023-07-08T14:36:29Z,5,0
No fuck off,f8db8da3534fe8436eb53f96fef5b58e,2023-07-08T14:31:43Z,0,0
I hope this is going to changed innovation but we can useful only city we can't implement in remote areya,9253fd20e530826b9173ab3d19276a1e,2023-07-08T14:29:07Z,0,1
"A mixture of ev's and  combustion engines is the way to go.
Hydrogen combustion engines are on the rise .",ba7c78c83960dfb4d1f4d2e7baa0b179,2023-07-08T14:27:51Z,4,3
Wouldn’t heavy snow cover the electric track?,b8958bd0f862f7a4287e508f3e1ca75a,2023-07-08T14:23:40Z,10,1
What will it matter when you can't travel from your 15 minutes citys,0d009053c2e1f23d5e7f2a7049656176,2023-07-08T14:23:20Z,1,2
"I don't see how this can work in thick snow condition, especially during winter months in Sweden.",b2eed9f461238a4b1b623cf4934fce73,2023-07-08T14:22:15Z,31,7
Thats a lovely idea... but i still love my 300bhp combustion engine,8ef40f194e5d7715b4eb51554984cf62,2023-07-08T14:21:14Z,1,3
Seems like something that SOUNDS great…but just not going to happen practically,94265a8387bb07d68324e45ddf5e202e,2023-07-08T14:19:24Z,7,0
just put alternators on the axle of the motors that produce more charge then the draw. come on BBC.,d6d848408c5fe79e9df91f0f3d1f528b,2023-07-08T14:16:36Z,0,2
"Salvage some dignity, Beeb - name the presenter! 🚨",44d89255af29d04e0195d147cd06770f,2023-07-08T14:15:11Z,9,0
"Just making for mess by digging up roads and Payments for this, WE all will even have shocks by Electric,
Don't think these Wokes as to Climate activists are thinking things through,
Its not helping the planet as Mother nature is a life circle,
It's just making things worse with more blacks outs, More grids all over,
This world as to rest of Bogus Broadcasting C? they are like the rest, Living in another planet,
It's not like Auto-Man from the 80s with his own Electric Neon car,
Perfetic  the lot of you who want this,",00c1bf34793a90d350304cea289d588e,2023-07-08T14:14:11Z,0,1
"In the early 1900s, EVs were actually more popular than gasoline-powered cars. This was because EVs were quieter, cleaner, and easier to operate than gasoline cars. In fact, by 1900, EVs accounted for about one-third of all cars on the road in the United States.

However, the popularity of EVs began to decline in the early 1910s, as gasoline-powered cars became more affordable",64898dadca87ab3aa2a6c85ba042467c,2023-07-08T14:13:49Z,11,3
Nice idea but it will be foiled by the chicken and egg problem.,c800c91a2470639c949ee26e424052ae,2023-07-08T14:11:29Z,1,2
As crap idea as electric cars themselves.  You think they are eco friendly?  hahahahaha..,d3ffd6acccacd816f8d904a2b660d535,2023-07-08T14:10:39Z,2,7
Oh great more magnetic fields yo mess up our heads,7357619aa146a33e52a5bc8b12771ad8,2023-07-08T14:09:55Z,1,4
It’ll never happen we’re all gonna go back to petrol,3a73a6b7031a55329998f7eaee2d1fe1,2023-07-08T14:09:37Z,1,3
"laying that around a corner would be a nightmare, but good idea, batteries clearly not the future",bbc9d2948795efa93e9db2d1efac24ee,2023-07-08T14:09:16Z,2,0
"Say it with me everyone, C A P.",6491163a76ffc1dbd6f6932a67c4a572,2023-07-08T14:09:16Z,0,0
"Why not have good electrified public transport(trains, trolly buses, tram, metro)",ae775b092003a3f6c8982a3e2fd34d00,2023-07-08T14:08:28Z,7,5
What happens in a thunder storm?,139f518e8b27193d40c02e3130b259b3,2023-07-08T14:06:32Z,5,0
"I bet you can track all cars locations at all times with this tech, no lieing to the police where you're coming from when you leave the pub.",a4f66e6ba3e5d1c6ff6dade8bad868f2,2023-07-08T14:06:28Z,4,0
Main aim is to control human and take away free done of moment,e3c63be0b4f2532cb8c1c0caa9c44e24,2023-07-08T14:06:05Z,1,0
IMO this is not viable for flood/earthquake prone areas. Batteries are still very important long term for EVs evolution,01080142dac3638f72ccf480fc335ba5,2023-07-08T14:05:47Z,19,3
Very smart innovation but expensive,9a9ffcb0c7245a67b7b1326b5c127957,2023-07-08T14:05:42Z,13,1
"Ah yes, F-Zero in real life. Finally.",c2df3bf73754664a80af49c3c9716717,2023-07-08T14:03:16Z,5,0
"I have an electric Kia soul with only 93 miles as the range so this would really save me a lot of money instead of having to buy an electric car with a higher range.

Plus public ev charging isn’t always an option. On the 4th of July all the fast chargers weren’t working which was very inconvenient.",a5897ed87876a149c7f2efa726f8d10a,2023-07-08T14:03:03Z,19,3
how to reinvent trams but worse...,207756577a04fe06ffa8bcbeaef94b0e,2023-07-08T14:02:06Z,4,1
